[2025-08-05T08:15:01.243+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-08-05T08:39:46.010+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMD
[2025-08-05T08:39:46.482+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMF
[2025-08-05T08:39:48.726+0000] {History_Min.py:52} INFO - ✅ Đã lưu CLX
[2025-08-05T08:39:48.835+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=CMK
[2025-08-05T08:39:48.837+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMI
[2025-08-05T08:39:48.841+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho CMK
[2025-08-05T08:39:51.133+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=CMP
[2025-08-05T08:39:51.140+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho CMP
[2025-08-05T08:39:51.436+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMN
[2025-08-05T08:39:51.648+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMM
[2025-08-05T08:39:54.000+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMW
[2025-08-05T08:39:54.001+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=CNA
[2025-08-05T08:39:54.006+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho CNA
[2025-08-05T08:39:54.519+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMT
[2025-08-05T08:39:56.574+0000] {History_Min.py:52} INFO - ✅ Đã lưu CNN
[2025-08-05T08:39:56.909+0000] {History_Min.py:52} INFO - ✅ Đã lưu CNC
[2025-08-05T08:39:57.959+0000] {History_Min.py:52} INFO - ✅ Đã lưu CNT
[2025-08-05T08:39:59.128+0000] {History_Min.py:52} INFO - ✅ Đã lưu CPA
[2025-08-05T08:39:59.216+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=CPH
[2025-08-05T08:39:59.222+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho CPH
[2025-08-05T08:40:00.478+0000] {History_Min.py:52} INFO - ✅ Đã lưu CPI
[2025-08-05T08:40:01.742+0000] {History_Min.py:52} INFO - ✅ Đã lưu CQN
[2025-08-05T08:40:01.751+0000] {History_Min.py:52} INFO - ✅ Đã lưu CQT
[2025-08-05T08:40:04.291+0000] {History_Min.py:52} INFO - ✅ Đã lưu CT3
[2025-08-05T08:40:04.351+0000] {History_Min.py:52} INFO - ✅ Đã lưu CT6
[2025-08-05T08:40:06.187+0000] {History_Min.py:52} INFO - ✅ Đã lưu CSI
[2025-08-05T08:40:06.541+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=CTA
[2025-08-05T08:40:06.551+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho CTA
[2025-08-05T08:40:06.730+0000] {History_Min.py:52} INFO - ✅ Đã lưu CTN
[2025-08-05T08:40:08.620+0000] {History_Min.py:52} INFO - ✅ Đã lưu CTW
[2025-08-05T08:40:09.119+0000] {History_Min.py:52} INFO - ✅ Đã lưu CYC
[2025-08-05T08:40:09.424+0000] {History_Min.py:52} INFO - ✅ Đã lưu CTX
[2025-08-05T08:40:10.993+0000] {History_Min.py:52} INFO - ✅ Đã lưu DAC
[2025-08-05T08:40:11.909+0000] {History_Min.py:52} INFO - ✅ Đã lưu DAN
[2025-08-05T08:40:13.249+0000] {History_Min.py:52} INFO - ✅ Đã lưu DAG
[2025-08-05T08:40:13.362+0000] {History_Min.py:52} INFO - ✅ Đã lưu DAS
[2025-08-05T08:40:14.308+0000] {History_Min.py:52} INFO - ✅ Đã lưu DBM
[2025-08-05T08:40:15.703+0000] {History_Min.py:52} INFO - ✅ Đã lưu DC1
[2025-08-05T08:40:15.824+0000] {History_Min.py:52} INFO - ✅ Đã lưu DCF
[2025-08-05T08:40:16.684+0000] {History_Min.py:52} INFO - ✅ Đã lưu DCG
[2025-08-05T08:40:18.005+0000] {History_Min.py:52} INFO - ✅ Đã lưu DCH
[2025-08-05T08:40:18.236+0000] {History_Min.py:52} INFO - ✅ Đã lưu DCR
[2025-08-05T08:40:19.503+0000] {History_Min.py:52} INFO - ✅ Đã lưu DCS
[2025-08-05T08:40:20.424+0000] {History_Min.py:52} INFO - ✅ Đã lưu DCT
[2025-08-05T08:40:20.765+0000] {History_Min.py:52} INFO - ✅ Đã lưu DDB
[2025-08-05T08:40:21.825+0000] {History_Min.py:52} INFO - ✅ Đã lưu DDH
[2025-08-05T08:40:22.876+0000] {History_Min.py:52} INFO - ✅ Đã lưu DDM
[2025-08-05T08:40:23.423+0000] {History_Min.py:52} INFO - ✅ Đã lưu DDN
[2025-08-05T08:40:25.436+0000] {History_Min.py:52} INFO - ✅ Đã lưu DFC
[2025-08-05T08:40:27.465+0000] {History_Min.py:52} INFO - ✅ Đã lưu DFF
[2025-08-05T08:40:31.068+0000] {History_Min.py:52} INFO - ✅ Đã lưu DHB
[2025-08-05T08:40:31.748+0000] {History_Min.py:52} INFO - ✅ Đã lưu DGT
[2025-08-05T08:40:33.602+0000] {History_Min.py:52} INFO - ✅ Đã lưu DHD
[2025-08-05T08:40:33.906+0000] {History_Min.py:52} INFO - ✅ Đã lưu DDV
[2025-08-05T08:40:34.142+0000] {History_Min.py:52} INFO - ✅ Đã lưu DHN
[2025-08-05T08:40:36.321+0000] {History_Min.py:52} INFO - ✅ Đã lưu DIC
[2025-08-05T08:40:36.506+0000] {History_Min.py:52} INFO - ✅ Đã lưu DKC
[2025-08-05T08:40:36.847+0000] {History_Min.py:52} INFO - ✅ Đã lưu DID
[2025-08-05T08:40:38.725+0000] {History_Min.py:52} INFO - ✅ Đã lưu DKW
[2025-08-05T08:40:38.859+0000] {History_Min.py:52} INFO - ✅ Đã lưu DLD
[2025-08-05T08:40:39.176+0000] {History_Min.py:52} INFO - ✅ Đã lưu DLR
[2025-08-05T08:40:41.048+0000] {History_Min.py:52} INFO - ✅ Đã lưu DLT
[2025-08-05T08:40:41.245+0000] {History_Min.py:52} INFO - ✅ Đã lưu DM7
[2025-08-05T08:40:41.903+0000] {History_Min.py:52} INFO - ✅ Đã lưu DMN
[2025-08-05T08:40:43.591+0000] {History_Min.py:52} INFO - ✅ Đã lưu DMS
[2025-08-05T08:40:43.757+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNA
[2025-08-05T08:40:44.450+0000] {History_Min.py:52} INFO - ✅ Đã lưu DND
[2025-08-05T08:40:46.128+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNE
[2025-08-05T08:40:46.281+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNH
[2025-08-05T08:40:46.958+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNL
[2025-08-05T08:40:48.506+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNM
[2025-08-05T08:40:48.798+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNN
[2025-08-05T08:40:49.439+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNT
[2025-08-05T08:40:51.227+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNW
[2025-08-05T08:40:51.292+0000] {History_Min.py:52} INFO - ✅ Đã lưu DOC
[2025-08-05T08:40:51.955+0000] {History_Min.py:52} INFO - ✅ Đã lưu DOP
[2025-08-05T08:40:53.616+0000] {History_Min.py:52} INFO - ✅ Đã lưu DP2
[2025-08-05T08:40:54.118+0000] {History_Min.py:52} INFO - ✅ Đã lưu DP1
[2025-08-05T08:40:54.493+0000] {History_Min.py:52} INFO - ✅ Đã lưu DPC
[2025-08-05T08:40:56.171+0000] {History_Min.py:52} INFO - ✅ Đã lưu DPH
[2025-08-05T08:40:56.627+0000] {History_Min.py:52} INFO - ✅ Đã lưu DPP
[2025-08-05T08:40:57.161+0000] {History_Min.py:52} INFO - ✅ Đã lưu DPS
[2025-08-05T08:40:58.995+0000] {History_Min.py:52} INFO - ✅ Đã lưu DRG
[2025-08-05T08:40:59.514+0000] {History_Min.py:52} INFO - ✅ Đã lưu DSD
[2025-08-05T08:41:01.509+0000] {History_Min.py:52} INFO - ✅ Đã lưu DSG
[2025-08-05T08:41:02.109+0000] {History_Min.py:52} INFO - ✅ Đã lưu DSP
[2025-08-05T08:41:04.012+0000] {History_Min.py:52} INFO - ✅ Đã lưu DRI
[2025-08-05T08:41:04.119+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTB
[2025-08-05T08:41:05.005+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTC
[2025-08-05T08:41:06.371+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTE
[2025-08-05T08:41:06.700+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTH
[2025-08-05T08:41:08.401+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTI
[2025-08-05T08:41:08.920+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTP
[2025-08-05T08:41:09.054+0000] {History_Min.py:52} INFO - ✅ Đã lưu DUS
[2025-08-05T08:41:10.953+0000] {History_Min.py:52} INFO - ✅ Đã lưu DVC
[2025-08-05T08:41:13.386+0000] {History_Min.py:52} INFO - ✅ Đã lưu DVG
[2025-08-05T08:41:13.463+0000] {History_Min.py:52} INFO - ✅ Đã lưu DVW
[2025-08-05T08:41:14.636+0000] {History_Min.py:52} INFO - ✅ Đã lưu DVN
[2025-08-05T08:41:15.763+0000] {History_Min.py:52} INFO - ✅ Đã lưu DWC
[2025-08-05T08:41:15.889+0000] {History_Min.py:52} INFO - ✅ Đã lưu DWS
[2025-08-05T08:41:17.186+0000] {History_Min.py:52} INFO - ✅ Đã lưu DXL
[2025-08-05T08:41:17.948+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=DZM
[2025-08-05T08:41:17.951+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho DZM
[2025-08-05T08:41:18.512+0000] {History_Min.py:52} INFO - ✅ Đã lưu E12
[2025-08-05T08:41:19.765+0000] {History_Min.py:52} INFO - ✅ Đã lưu E29
[2025-08-05T08:41:21.038+0000] {History_Min.py:52} INFO - ✅ Đã lưu ECO
[2025-08-05T08:41:21.114+0000] {History_Min.py:52} INFO - ✅ Đã lưu EFI
[2025-08-05T08:41:22.434+0000] {History_Min.py:52} INFO - ✅ Đã lưu EIC
[2025-08-05T08:41:23.634+0000] {History_Min.py:52} INFO - ✅ Đã lưu EME
[2025-08-05T08:41:24.248+0000] {History_Min.py:52} INFO - ✅ Đã lưu EIN
[2025-08-05T08:41:24.918+0000] {History_Min.py:52} INFO - ✅ Đã lưu EMG
[2025-08-05T08:41:26.499+0000] {History_Min.py:52} INFO - ✅ Đã lưu EMS
[2025-08-05T08:41:26.797+0000] {History_Min.py:52} INFO - ✅ Đã lưu EPC
[2025-08-05T08:41:27.481+0000] {History_Min.py:52} INFO - ✅ Đã lưu EPH
[2025-08-05T08:41:28.642+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=FBA
[2025-08-05T08:41:28.645+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho FBA
[2025-08-05T08:41:29.072+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=FBC
[2025-08-05T08:41:29.076+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho FBC
[2025-08-05T08:41:29.808+0000] {History_Min.py:52} INFO - ✅ Đã lưu FCC
[2025-08-05T08:41:31.183+0000] {History_Min.py:52} INFO - ✅ Đã lưu FCS
[2025-08-05T08:41:31.696+0000] {History_Min.py:52} INFO - ✅ Đã lưu FGL
[2025-08-05T08:41:32.290+0000] {History_Min.py:52} INFO - ✅ Đã lưu FHN
[2025-08-05T08:41:33.756+0000] {History_Min.py:52} INFO - ✅ Đã lưu FHS
[2025-08-05T08:41:34.716+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=FLC
[2025-08-05T08:41:34.721+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho FLC
[2025-08-05T08:41:34.752+0000] {History_Min.py:52} INFO - ✅ Đã lưu FIC
[2025-08-05T08:41:37.319+0000] {History_Min.py:52} INFO - ✅ Đã lưu FRC
[2025-08-05T08:41:38.801+0000] {History_Min.py:52} INFO - ✅ Đã lưu FOC
[2025-08-05T08:41:39.975+0000] {History_Min.py:52} INFO - ✅ Đã lưu FRM
[2025-08-05T08:41:40.830+0000] {History_Min.py:52} INFO - ✅ Đã lưu FOX
[2025-08-05T08:41:41.141+0000] {History_Min.py:52} INFO - ✅ Đã lưu FSO
[2025-08-05T08:41:42.468+0000] {History_Min.py:52} INFO - ✅ Đã lưu FT1
[2025-08-05T08:41:43.171+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=FTI
[2025-08-05T08:41:43.176+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho FTI
[2025-08-05T08:41:43.880+0000] {History_Min.py:52} INFO - ✅ Đã lưu FTM
[2025-08-05T08:41:45.109+0000] {History_Min.py:52} INFO - ✅ Đã lưu G20
[2025-08-05T08:41:46.189+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=GAB
[2025-08-05T08:41:46.193+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho GAB
[2025-08-05T08:41:47.794+0000] {History_Min.py:52} INFO - ✅ Đã lưu GCB
[2025-08-05T08:41:48.960+0000] {History_Min.py:52} INFO - ✅ Đã lưu GCF
[2025-08-05T08:41:49.167+0000] {History_Min.py:52} INFO - ✅ Đã lưu G36
[2025-08-05T08:41:51.452+0000] {History_Min.py:52} INFO - ✅ Đã lưu GER
[2025-08-05T08:41:51.906+0000] {History_Min.py:52} INFO - ✅ Đã lưu GGG
[2025-08-05T08:41:53.718+0000] {History_Min.py:52} INFO - ✅ Đã lưu GDA
[2025-08-05T08:41:53.851+0000] {History_Min.py:52} INFO - ✅ Đã lưu GH3
[2025-08-05T08:41:55.156+0000] {History_Min.py:52} INFO - ✅ Đã lưu GHC
[2025-08-05T08:41:56.088+0000] {History_Min.py:52} INFO - ✅ Đã lưu GLC
[2025-08-05T08:41:56.199+0000] {History_Min.py:52} INFO - ✅ Đã lưu GLW
[2025-08-05T08:41:57.800+0000] {History_Min.py:52} INFO - ✅ Đã lưu GMC
[2025-08-05T08:41:58.461+0000] {History_Min.py:52} INFO - ✅ Đã lưu GND
[2025-08-05T08:42:00.328+0000] {History_Min.py:52} INFO - ✅ Đã lưu GPC
[2025-08-05T08:42:00.520+0000] {History_Min.py:52} INFO - ✅ Đã lưu GSM
[2025-08-05T08:42:00.865+0000] {History_Min.py:52} INFO - ✅ Đã lưu GTD
[2025-08-05T08:42:02.701+0000] {History_Min.py:52} INFO - ✅ Đã lưu GTS
[2025-08-05T08:42:02.971+0000] {History_Min.py:52} INFO - ✅ Đã lưu GTT
[2025-08-05T08:42:03.303+0000] {History_Min.py:52} INFO - ✅ Đã lưu GVT
[2025-08-05T08:42:05.331+0000] {History_Min.py:52} INFO - ✅ Đã lưu H11
[2025-08-05T08:42:05.563+0000] {History_Min.py:52} INFO - ✅ Đã lưu HAC
[2025-08-05T08:42:05.795+0000] {History_Min.py:52} INFO - ✅ Đã lưu HAF
[2025-08-05T08:42:07.527+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=HAI
[2025-08-05T08:42:07.531+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho HAI
[2025-08-05T08:42:07.992+0000] {History_Min.py:52} INFO - ✅ Đã lưu HAM
[2025-08-05T08:42:08.665+0000] {History_Min.py:52} INFO - ✅ Đã lưu HAN
[2025-08-05T08:42:10.174+0000] {History_Min.py:52} INFO - ✅ Đã lưu HAV
[2025-08-05T08:42:11.019+0000] {History_Min.py:52} INFO - ✅ Đã lưu HBD
[2025-08-05T08:42:12.771+0000] {History_Min.py:52} INFO - ✅ Đã lưu HBH
[2025-08-05T08:42:13.450+0000] {History_Min.py:52} INFO - ✅ Đã lưu HC1
[2025-08-05T08:42:14.297+0000] {History_Min.py:52} INFO - ✅ Đã lưu HBC
[2025-08-05T08:42:15.245+0000] {History_Min.py:52} INFO - ✅ Đã lưu HC3
[2025-08-05T08:42:15.777+0000] {History_Min.py:52} INFO - ✅ Đã lưu HCB
[2025-08-05T08:42:16.624+0000] {History_Min.py:52} INFO - ✅ Đã lưu HCI
[2025-08-05T08:42:18.106+0000] {History_Min.py:52} INFO - ✅ Đã lưu HD2
[2025-08-05T08:42:19.422+0000] {History_Min.py:52} INFO - ✅ Đã lưu HD8
[2025-08-05T08:42:20.112+0000] {History_Min.py:52} INFO - ✅ Đã lưu HD6
[2025-08-05T08:42:21.056+0000] {History_Min.py:52} INFO - ✅ Đã lưu HDM
[2025-08-05T08:42:21.763+0000] {History_Min.py:52} INFO - ✅ Đã lưu HDO
[2025-08-05T08:42:22.547+0000] {History_Min.py:52} INFO - ✅ Đã lưu HDP
[2025-08-05T08:42:23.305+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=HDS
[2025-08-05T08:42:23.308+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho HDS
[2025-08-05T08:42:24.219+0000] {History_Min.py:52} INFO - ✅ Đã lưu HDW
[2025-08-05T08:42:24.939+0000] {History_Min.py:52} INFO - ✅ Đã lưu HEC
[2025-08-05T08:42:25.798+0000] {History_Min.py:52} INFO - ✅ Đã lưu HEJ
[2025-08-05T08:42:26.576+0000] {History_Min.py:52} INFO - ✅ Đã lưu HEP
[2025-08-05T08:42:27.279+0000] {History_Min.py:52} INFO - ✅ Đã lưu HES
[2025-08-05T08:42:28.259+0000] {History_Min.py:52} INFO - ✅ Đã lưu HFB
[2025-08-05T08:42:28.949+0000] {History_Min.py:52} INFO - ✅ Đã lưu HFC
[2025-08-05T08:42:29.616+0000] {History_Min.py:52} INFO - ✅ Đã lưu HFX
[2025-08-05T08:42:30.596+0000] {History_Min.py:52} INFO - ✅ Đã lưu HGT
[2025-08-05T08:42:32.029+0000] {History_Min.py:52} INFO - ✅ Đã lưu HHN
[2025-08-05T08:42:33.469+0000] {History_Min.py:52} INFO - ✅ Đã lưu HIG
[2025-08-05T08:42:33.849+0000] {History_Min.py:52} INFO - ✅ Đã lưu HHG
[2025-08-05T08:42:35.647+0000] {History_Min.py:52} INFO - ✅ Đã lưu HIO
[2025-08-05T08:42:36.081+0000] {History_Min.py:52} INFO - ✅ Đã lưu HJC
[2025-08-05T08:42:36.788+0000] {History_Min.py:52} INFO - ✅ Đã lưu HKB
[2025-08-05T08:42:38.200+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLA
[2025-08-05T08:42:38.588+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLB
[2025-08-05T08:42:39.254+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLO
[2025-08-05T08:42:40.540+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLS
[2025-08-05T08:42:41.049+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLT
[2025-08-05T08:42:41.870+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLY
[2025-08-05T08:42:42.886+0000] {History_Min.py:52} INFO - ✅ Đã lưu HMD
[2025-08-05T08:42:43.524+0000] {History_Min.py:52} INFO - ✅ Đã lưu HMG
[2025-08-05T08:42:45.054+0000] {History_Min.py:52} INFO - ✅ Đã lưu HMS
[2025-08-05T08:42:45.460+0000] {History_Min.py:52} INFO - ✅ Đã lưu HNB
[2025-08-05T08:42:46.875+0000] {History_Min.py:52} INFO - ✅ Đã lưu HND
[2025-08-05T08:42:47.599+0000] {History_Min.py:52} INFO - ✅ Đã lưu HNF
[2025-08-05T08:42:49.385+0000] {History_Min.py:52} INFO - ✅ Đã lưu HNI
[2025-08-05T08:42:52.307+0000] {History_Min.py:52} INFO - ✅ Đã lưu HNP
[2025-08-05T08:42:52.700+0000] {History_Min.py:52} INFO - ✅ Đã lưu HNM
[2025-08-05T08:42:54.095+0000] {History_Min.py:52} INFO - ✅ Đã lưu HNG
[2025-08-05T08:42:54.613+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=HNR
[2025-08-05T08:42:54.616+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho HNR
[2025-08-05T08:42:55.072+0000] {History_Min.py:52} INFO - ✅ Đã lưu HOT
[2025-08-05T08:42:56.596+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPB
[2025-08-05T08:42:57.300+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPD
[2025-08-05T08:42:57.513+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPH
[2025-08-05T08:42:59.010+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPI
[2025-08-05T08:43:00.017+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPM
[2025-08-05T08:43:01.083+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPP
[2025-08-05T08:43:02.103+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPT
[2025-08-05T08:43:02.796+0000] {History_Min.py:52} INFO - ✅ Đã lưu HPW
[2025-08-05T08:43:03.847+0000] {History_Min.py:52} INFO - ✅ Đã lưu HRB
[2025-08-05T08:43:04.720+0000] {History_Min.py:52} INFO - ✅ Đã lưu HSA
[2025-08-05T08:43:05.828+0000] {History_Min.py:52} INFO - ✅ Đã lưu HSI
[2025-08-05T08:43:07.031+0000] {History_Min.py:52} INFO - ✅ Đã lưu HSM
[2025-08-05T08:43:07.566+0000] {History_Min.py:52} INFO - ✅ Đã lưu HSP
[2025-08-05T08:43:10.668+0000] {History_Min.py:52} INFO - ✅ Đã lưu HTM
[2025-08-05T08:43:11.073+0000] {History_Min.py:52} INFO - ✅ Đã lưu HTE
[2025-08-05T08:43:11.856+0000] {History_Min.py:52} INFO - ✅ Đã lưu HSV
[2025-08-05T08:43:13.843+0000] {History_Min.py:52} INFO - ✅ Đã lưu HTT
[2025-08-05T08:43:15.306+0000] {History_Min.py:52} INFO - ✅ Đã lưu HU3
[2025-08-05T08:43:15.633+0000] {History_Min.py:52} INFO - ✅ Đã lưu HTP
[2025-08-05T08:43:18.551+0000] {History_Min.py:52} INFO - ✅ Đã lưu HUG
[2025-08-05T08:43:18.633+0000] {History_Min.py:52} INFO - ✅ Đã lưu HU4
[2025-08-05T08:43:18.701+0000] {History_Min.py:52} INFO - ✅ Đã lưu HU6
[2025-08-05T08:43:20.918+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=HVG
[2025-08-05T08:43:20.921+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho HVG
[2025-08-05T08:43:22.042+0000] {History_Min.py:52} INFO - ✅ Đã lưu HWS
[2025-08-05T08:43:22.709+0000] {History_Min.py:52} INFO - ✅ Đã lưu HVA
[2025-08-05T08:43:23.308+0000] {History_Min.py:52} INFO - ✅ Đã lưu IBC
[2025-08-05T08:43:24.371+0000] {History_Min.py:52} INFO - ✅ Đã lưu IBD
[2025-08-05T08:43:25.351+0000] {History_Min.py:52} INFO - ✅ Đã lưu ICC
[2025-08-05T08:43:26.879+0000] {History_Min.py:52} INFO - ✅ Đã lưu ICF
[2025-08-05T08:43:27.045+0000] {History_Min.py:52} INFO - ✅ Đã lưu ICI
[2025-08-05T08:43:28.663+0000] {History_Min.py:52} INFO - ✅ Đã lưu ICN
[2025-08-05T08:43:29.283+0000] {History_Min.py:52} INFO - ✅ Đã lưu IDP
[2025-08-05T08:43:29.753+0000] {History_Min.py:52} INFO - ✅ Đã lưu IFS
[2025-08-05T08:43:30.984+0000] {History_Min.py:52} INFO - ✅ Đã lưu IHK
[2025-08-05T08:43:32.654+0000] {History_Min.py:52} INFO - ✅ Đã lưu ILC
[2025-08-05T08:43:32.814+0000] {History_Min.py:52} INFO - ✅ Đã lưu ILA
[2025-08-05T08:43:33.520+0000] {History_Min.py:52} INFO - ✅ Đã lưu ILS
[2025-08-05T08:43:34.985+0000] {History_Min.py:52} INFO - ✅ Đã lưu IME
[2025-08-05T08:43:35.272+0000] {History_Min.py:52} INFO - ✅ Đã lưu IN4
[2025-08-05T08:43:36.047+0000] {History_Min.py:52} INFO - ✅ Đã lưu ING
[2025-08-05T08:43:37.496+0000] {History_Min.py:52} INFO - ✅ Đã lưu IRC
[2025-08-05T08:43:37.606+0000] {History_Min.py:52} INFO - ✅ Đã lưu ISG
[2025-08-05T08:43:38.729+0000] {History_Min.py:52} INFO - ✅ Đã lưu ISH
[2025-08-05T08:43:40.113+0000] {History_Min.py:52} INFO - ✅ Đã lưu IST
[2025-08-05T08:43:42.487+0000] {History_Min.py:52} INFO - ✅ Đã lưu ITS
[2025-08-05T08:43:43.052+0000] {History_Min.py:52} INFO - ✅ Đã lưu JOS
[2025-08-05T08:43:44.646+0000] {History_Min.py:52} INFO - ✅ Đã lưu ITA
[2025-08-05T08:43:44.650+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=KAC
[2025-08-05T08:43:44.653+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho KAC
[2025-08-05T08:43:47.208+0000] {History_Min.py:52} INFO - ✅ Đã lưu KCE
[2025-08-05T08:43:47.364+0000] {History_Min.py:52} INFO - ✅ Đã lưu KCB
[2025-08-05T08:43:48.239+0000] {History_Min.py:52} INFO - ✅ Đã lưu KGM
[2025-08-05T08:43:49.759+0000] {History_Min.py:52} INFO - ✅ Đã lưu KHL
[2025-08-05T08:43:49.812+0000] {History_Min.py:52} INFO - ✅ Đã lưu KHD
[2025-08-05T08:43:50.743+0000] {History_Min.py:52} INFO - ✅ Đã lưu KHW
[2025-08-05T08:43:52.143+0000] {History_Min.py:52} INFO - ✅ Đã lưu KIP
[2025-08-05T08:43:52.885+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=KLF
[2025-08-05T08:43:52.888+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho KLF
[2025-08-05T08:43:54.931+0000] {History_Min.py:52} INFO - ✅ Đã lưu KSH
[2025-08-05T08:43:55.374+0000] {History_Min.py:52} INFO - ✅ Đã lưu KTC
[2025-08-05T08:43:55.458+0000] {History_Min.py:52} INFO - ✅ Đã lưu KLB
[2025-08-05T08:43:57.478+0000] {History_Min.py:52} INFO - ✅ Đã lưu KTL
[2025-08-05T08:43:58.146+0000] {History_Min.py:52} INFO - ✅ Đã lưu KTT
[2025-08-05T08:43:59.884+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=KWA
[2025-08-05T08:43:59.888+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho KWA
[2025-08-05T08:44:01.163+0000] {History_Min.py:52} INFO - ✅ Đã lưu L12
[2025-08-05T08:44:01.371+0000] {History_Min.py:52} INFO - ✅ Đã lưu KVC
[2025-08-05T08:44:02.455+0000] {History_Min.py:52} INFO - ✅ Đã lưu L35
[2025-08-05T08:44:03.906+0000] {History_Min.py:52} INFO - ✅ Đã lưu L44
[2025-08-05T08:44:03.920+0000] {History_Min.py:52} INFO - ✅ Đã lưu L43
[2025-08-05T08:44:06.959+0000] {History_Min.py:52} INFO - ✅ Đã lưu L61
[2025-08-05T08:44:07.134+0000] {History_Min.py:52} INFO - ✅ Đã lưu L62
[2025-08-05T08:44:07.146+0000] {History_Min.py:52} INFO - ✅ Đã lưu L45
[2025-08-05T08:44:09.578+0000] {History_Min.py:52} INFO - ✅ Đã lưu LAW
